安全工程,中国核工业集团有限公司-湖南核工业建设有限公司,3500-5000,广东省-韶关 山西省-太原,能源/矿产环保,2020.07.13-2020.10.31,本科,3人
矿山测量,中国核工业集团有限公司-湖南核工业建设有限公司,3500-5500,广东省-韶关 山西省-太原,能源/矿产环保,2020.07.13-2020.10.31,本科,5人
造价专业,中国核工业集团有限公司-湖南核工业建设有限公司,3500-5000,江西省-抚州 山西省-太原,能源/矿产环保,2020.07.13-2020.10.31,本科,3人
采矿专业,中国核工业集团有限公司-湖南核工业建设有限公司,4000-5500,江西省-抚州 广东省-韶关,能源/矿产环保,2020.07.13-2020.10.31,专科及以上,3人
计算机科学与技术,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,2人
软件工程,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
市场营销,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,2人
机电专业,中国核工业集团有限公司-湖南核工业建设有限公司,3500-5000,湖南省-衡阳,能源/矿产环保,2020.07.13-2020.10.31,无,2人
工程管理,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
安全管理,中国核工业集团有限公司-中核机械工程有限公司,4600-10000,浙江省-嘉兴 北京,能源/矿产环保,2020.07.13-2020.10.31,本科,若干
机电安装,中国核工业集团有限公司-湖南核工业建设有限公司,3500-5000,江西省-抚州 山西省-太原,能源/矿产环保,2020.07.13-2020.10.31,专科及以上,5人
吊装技术,中国核工业集团有限公司-中核机械工程有限公司,4600-10000,浙江省-嘉兴 北京,能源/矿产环保,2020.07.13-2020.10.31,本科,若干
通风空调与工程,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
给排水科学与工程,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
结构工程,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,若干
建筑学,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
总图设计与工业运输,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
工业设计,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
智能科学与技术,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
机械制造及其自动化,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,2人
过程装备与控制工程,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
仪器仪表工程,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,2人
电气工程及其自动化,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,2人
化学工程与工艺,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,2人
应用化学,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,2人
基建项目综合管理干事,中国核工业集团有限公司-核工业二三零研究所,面议,湖南省-长沙,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,若干
化工工艺技术员,中国核工业集团有限公司-中核内蒙古矿业有限公司,面议,内蒙古自治区-鄂尔多斯 内蒙古自治区-锡林郭勒盟,能源/矿产环保,2020.07.13-2020.10.31,本科,2人
电气工程及自动化技术员,中国核工业集团有限公司-中核内蒙古矿业有限公司,面议,内蒙古自治区-鄂尔多斯 内蒙古自治区-锡林郭勒盟,能源/矿产环保,2020.07.13-2020.10.31,本科,1人
化工分析技术员,中国核工业集团有限公司-中核内蒙古矿业有限公司,面议,内蒙古自治区-鄂尔多斯 内蒙古自治区-锡林郭勒盟,能源/矿产环保,2020.07.13-2020.10.31,本科,2人
地质勘查技术员,中国核工业集团有限公司-中核内蒙古矿业有限公司,面议,内蒙古自治区-鄂尔多斯 内蒙古自治区-锡林郭勒盟,能源/矿产环保,2020.07.13-2020.10.31,本科,2人
系统管理岗,中国核工业集团有限公司-中核财务有限责任公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
党群工作岗,中国核工业集团有限公司-中核财务有限责任公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
综合管理岗,中国核工业集团有限公司-中核财务有限责任公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
法务,中国核工业集团有限公司-中核沽源铀业有限责任公司,面议,河北省-张家口,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
物探,中国核工业集团有限公司-中核沽源铀业有限责任公司,面议,河北省-张家口,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
化验分析/水冶,中国核工业集团有限公司-中核沽源铀业有限责任公司,面议,河北省-张家口,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,4人
勘探,中国核工业集团有限公司-中核沽源铀业有限责任公司,面议,河北省-张家口,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
金融服务岗,中国核工业集团有限公司-中核财务有限责任公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,3人
采矿,中国核工业集团有限公司-中核沽源铀业有限责任公司,面议,河北省-张家口,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,2人
机械自动化,中国核工业集团有限公司-中核沽源铀业有限责任公司,面议,河北省-张家口,能源/矿产环保,2020.07.13-2020.10.31,专科及以上,5人
环保技术员,中国核工业集团有限公司-核工业二三零研究所,面议,湖南省-长沙,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
环保技术员2,中国核工业集团有限公司-核工业二三零研究所,面议,湖南省-长沙,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
测量员,中国核工业集团有限公司-核工业二三零研究所,面议,湖南省-长沙,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
设备自动化,中国核工业集团有限公司-中核沽源铀业有限责任公司,面议,河北省-张家口,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
核化工与核燃料工程,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,2人
辐射防护与核安全,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,2人
核工程与核技术,中国核工业集团有限公司-中核四川环保工程有限责任公司,面议,四川省-广元,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,2人
党群工作岗,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
金融服务岗,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,3人
系统管理岗,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
党群工作岗,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
综合管理岗,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
金融服务岗,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,3人
退役业务助理,中国核工业集团有限公司-中核清原环境技术工程有限责任公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,2人
工业设计,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
机械制造及其自动化,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,2人
过程装备与控制工程,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
电气工程及其自动化,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,2人
化学工程与工艺,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,2人
应用化学,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,2人
核工程与核技术,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,2人
计算机科学与技术,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,2人
工程管理,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
通风与空调工程,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
给排水科学与工程,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
结构工程,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
建筑学,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
郊区支行业务菁英岗,中华英才网云招聘-中国农业银行北京市分行,面议,北京,IT/互联网,2020.02.17-2020.11.01,本科,若干
城区支行业务菁英岗,中华英才网云招聘-中国农业银行北京市分行,面议,北京,IT/互联网,2020.02.17-2020.11.01,本科,若干
分行本部业务英才岗,中华英才网云招聘-中国农业银行北京市分行,面议,北京,IT/互联网,2020.02.17-2020.11.01,本科,若干
分行本部科技英才岗,中华英才网云招聘-中国农业银行北京市分行,面议,北京,IT/互联网,2020.02.17-2020.11.01,本科,若干
生产车间技术员,中国核工业集团有限公司-河北圣雪大成制药有限责任公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,4人
分析工程师,中国核工业集团有限公司-河北圣雪大成制药有限责任公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,2人
技术员,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
技术员,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
技术员,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,1人
技术员,中国核工业集团有限公司-中国核工业集团有限公司,面议,,能源/矿产环保,2020.07.13-2020.10.31,0,2人
研究工程师（发酵）,中国核工业集团有限公司-河北圣雪大成制药有限责任公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,3人
国内贸易业务员,中国核工业集团有限公司-河北圣雪大成制药有限责任公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,2人
外贸业务员,中国核工业集团有限公司-河北圣雪大成制药有限责任公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,3人
环保技术员,中国核工业集团有限公司-河北圣雪大成制药有限责任公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
国际注册管理员,中国核工业集团有限公司-河北圣雪大成制药有限责任公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
菌种工程师,中国核工业集团有限公司-河北圣雪大成制药有限责任公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,2人
天天,校园ats002-校园ats002,面议,北京,服务业,2020.09.01-2021.01.01,本科,若干
研究工程师（药物合成）,中国核工业集团有限公司-河北圣雪大成制药有限责任公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
流体包裹体分析,中国核工业集团有限公司-核工业北京地质研究院,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
二次离子质谱分析,中国核工业集团有限公司-核工业北京地质研究院,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
光谱分析,中国核工业集团有限公司-核工业北京地质研究院,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
遥感科研（遥感重点实验室）B,中国核工业集团有限公司-核工业北京地质研究院,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
地热科研,中国核工业集团有限公司-核工业北京地质研究院,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
高放科研,中国核工业集团有限公司-核工业北京地质研究院,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,2人
计算机应用技术（遥感重点实验室）,中国核工业集团有限公司-核工业北京地质研究院,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
矿产普查与勘探（分析测试研究所）,中国核工业集团有限公司-核工业北京地质研究院,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
项目经理（江核建）,中国核工业集团有限公司-中核（江西）矿冶科技集团有限公司,面议,江西省-南昌,能源/矿产环保,2020.07.13-2020.10.31,本科,若干
土建工程师（江核建）,中国核工业集团有限公司-中核（江西）矿冶科技集团有限公司,面议,江西省-南昌,能源/矿产环保,2020.07.13-2020.10.31,本科,若干
职员（赣州金瑞）,中国核工业集团有限公司-中核（江西）矿冶科技集团有限公司,面议,江西省-赣州,能源/矿产环保,2020.07.13-2020.10.31,本科,若干
职员（浙江衢州）,中国核工业集团有限公司-中核（江西）矿冶科技集团有限公司,面议,浙江省-衢州,能源/矿产环保,2020.07.13-2020.10.31,本科,若干
技术员（江核建）,中国核工业集团有限公司-中核（江西）矿冶科技集团有限公司,面议,江西省-南昌,能源/矿产环保,2020.07.13-2020.10.31,本科,若干
职员（人力资源管理）,中国核工业集团有限公司-中核（江西）矿冶科技集团有限公司,面议,江西省-南昌,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,若干
分析业务员,中国核工业集团有限公司-核工业二四零研究所,面议,辽宁省-沈阳,能源/矿产环保,2020.07.13-2020.10.31,专科及以上,1人
水文技术员,中国核工业集团有限公司-核工业二四零研究所,面议,辽宁省-沈阳,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
探矿技术员,中国核工业集团有限公司-核工业二四零研究所,面议,辽宁省-沈阳,能源/矿产环保,2020.07.13-2020.10.31,专科及以上,3人
分析检测员,中国核工业集团有限公司-核工业二四零研究所,面议,辽宁省-沈阳,能源/矿产环保,2020.07.13-2020.10.31,本科,1人
核技术科研设计岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
机械设备工程管理岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,若干
矿井建设工程管理岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,若干
建筑安全工程管理,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,若干
土木工程工程管理,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,若干
技术经济、工程造价、工程管理及建筑类工程管理岗位,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
环境工程科研设计岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
建筑学科研设计岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,若干
通信或自动化科研设计岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
暖通工程科研设计岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
给排水工程工程管理,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,若干
结构工程科研设计岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,若干
电气工程科研设计岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,若干
化学工程与工艺科研设计岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
总图科研设计岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
水利水电、水工结构科研设计岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,河北省-石家庄,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
信息与通信工程科学研究岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
精密仪器科学研究岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
自动化科学研究岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
核物理科学研究岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
核燃料循环与材料科学研究岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
安全工程科学研究岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
冶金（湿法）科学研究岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
计算机应用科学研究岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
化工设备与化工机械科学研究岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
水文地质科学研究岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
地质科学研究岗,中国核工业集团有限公司-中核矿业科技集团有限公司,面议,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
花甲社区食堂收银员洗碗工杂工,新版ATS内测-北京2,3000-4000,四川省-成都,服务业,2018.08.31-2021.06.15,无,若干
川酒酒仓门店营业员五险一金,新版ATS内测-北京2,4000-6000,四川省-成都,服务业,2018.08.31-2021.06.15,专科,若干
贵阳必胜客兼职岗位招聘啦,新版ATS内测-北京2,2500-3000,贵州省-贵阳,服务业,2018.08.31-2021.06.15,无,若干
成都乡村基兼职服务员招聘啦,新版ATS内测-北京2,2000-3000,四川省-成都,服务业,2018.08.31-2021.06.15,无,若干
技能岗位（机械、电气、自动化、化学化工、计算机等）,中国核工业集团有限公司-中核二七二铀业有限责任公司,面议,湖南省-衡阳,能源/矿产环保,2020.07.13-2020.10.31,专科,10人
技术岗位（物流工程）,中国核工业集团有限公司-中核二七二铀业有限责任公司,面议,湖南省-衡阳,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
成都锦江区乡村基招聘来啦,新版ATS内测-北京2,2000-3000,四川省-成都,服务业,2018.08.31-2021.06.15,无,若干
技术岗位（保卫保密）,中国核工业集团有限公司-中核二七二铀业有限责任公司,面议,湖南省-衡阳,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
管理岗位（文秘）,中国核工业集团有限公司-中核二七二铀业有限责任公司,面议,湖南省-衡阳,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
技术岗位（化学化工）,中国核工业集团有限公司-中核二七二铀业有限责任公司,面议,湖南省-衡阳,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,2人
技术岗位（电气、自动化）,中国核工业集团有限公司-中核二七二铀业有限责任公司,面议,湖南省-衡阳,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,2人
技术岗位（机械）,中国核工业集团有限公司-中核二七二铀业有限责任公司,面议,湖南省-衡阳,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,2人
凯邦电机工人包吃包住5000元,新版ATS内测-北京2,4200-4800,安徽省-合肥,服务业,2018.08.31-2021.06.15,无,若干
重庆必胜客兼职岗位招聘啦,新版ATS内测-北京2,2500-3000,重庆,服务业,2018.08.31-2021.06.15,无,若干
旺旺食品工人年底结清5千有食宿,新版ATS内测-北京2,4500-5000,安徽省-合肥,服务业,2018.08.31-2021.06.15,无,若干
申通快递分拣员内仓包住宿,新版ATS内测-北京2,4000-5000,安徽省-合肥,服务业,2018.08.31-2021.06.15,无,若干
涉税财务核算及预算管理,北京金风科创风电设备有限公司 （脉聘）-北京金风科创风电设备有限公司,面议,,能源/矿产环保,2020.08.22-2022.09.30,本科及以上,若干
成都必胜客兼职岗招聘啦,新版ATS内测-北京2,2500-3000,四川省-成都,服务业,2018.08.31-2021.06.15,无,若干
行政管理,中国核工业集团有限公司-上海中核浦原有限公司,面议,上海,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
保密管理,中国核工业集团有限公司-上海中核浦原有限公司,面议,上海,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
法务管理,中国核工业集团有限公司-上海中核浦原有限公司,面议,上海,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
人力资源专员或主管,中国核工业集团有限公司-上海中核浦原有限公司,面议,上海,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
焊接工程师,中国核工业集团有限公司-湖南核工业宏华机械有限公司,6000-9000,湖南省-衡阳,能源/矿产环保,2020.07.13-2020.10.31,本科,2人
58速聘人力资源实习生,新版ATS内测-新版ATS内测,3000-4000,四川省-成都,服务业,2020.04.06-2020.07.30,无,若干
电气工程及自动化,网申已结束,6000-9000,湖南省-衡阳,能源/矿产环保,2020.07.13-2020.10.31,本科,1人
机械设计制造,中国核工业集团有限公司-湖南核工业宏华机械有限公司,6000-9000,湖南省-衡阳,能源/矿产环保,2020.07.13-2020.10.31,本科,若干
聚变堆材料研发,中国核工业集团有限公司-湖南核工业宏华机械有限公司,4000-8000,四川省-成都,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
工程设计,中国核工业集团有限公司-聚变科学所,4000-8000,四川省-成都,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,2人
核聚变装置机构力学分析,中国核工业集团有限公司-聚变科学所,4000-8000,四川省-成都,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,3人
高温超导导体研制与测试,中国核工业集团有限公司-聚变科学所,4000-8000,四川省-成都,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,3人
核测量和粒子探测,中国核工业集团有限公司-聚变科学所,4000-8000,四川省-成都,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
中子测量及诊断,中国核工业集团有限公司-聚变科学所,4000-8000,四川省-成都,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
程序开发,中国核工业集团有限公司-聚变科学所,4000-8000,四川省-成都,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
集成模拟,中国核工业集团有限公司-聚变科学所,4000-8000,四川省-成都,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
设计学专业教师,中国核工业集团有限公司-成都理工大学工程技术学院,4000-8000,四川省-乐山,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,3人
工商管理专业教师,中国核工业集团有限公司-成都理工大学工程技术学院,4000-8000,四川省-乐山,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
电视编导-1,中国三峡出版传媒有限公司,面议,其他,能源/矿产环保,2019.09.23-2020.12.30,本科,2人
冶炼工程师,中国核工业集团有限公司-湖南核工业宏华机械有限公司,6000-9000,湖南省-衡阳,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,2人
天津分公司造价咨询岗,中国核工业集团有限公司-中核工程咨询有限公司,4000-8000,天津,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
天津分公司职能管理岗,中国核工业集团有限公司-中核工程咨询有限公司,4000-8000,天津,能源/矿产环保,2020.07.13-2020.10.31,本科,2人
辉绿岩绿色矿山项目技术人员,中国核工业集团有限公司-中核韶关金宏铀业有限责任公司,面议,广东省-韶关,能源/矿产环保,2020.07.13-2020.10.31,专科及以上,1人
西北分公司管理岗,中国核工业集团有限公司-中核工程咨询有限公司,面议,甘肃省-嘉峪关,能源/矿产环保,2020.07.13-2020.10.31,本科,若干
四川分公司项目管理岗,中国核工业集团有限公司-中核工程咨询有限公司,4000-7000,四川省-乐山,能源/矿产环保,2020.07.13-2020.10.31,本科,若干
网络安全与信息化管理,中国核工业集团有限公司-中核韶关锦原铀业有限公司,面议,广东省-韶关,能源/矿产环保,2020.07.13-2020.10.31,本科及以上,1人
物探专业技术,中国核工业集团有限公司-中核韶关锦原铀业有限公司,面议,广东省-韶关,能源/矿产环保,2020.07.13-2020.10.31,专科及以上,1人
核动力咨询中心造价咨询岗,中国核工业集团有限公司-中核工程咨询有限公司,4000-8000,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,2人
采矿专业技术,中国核工业集团有限公司-中核韶关锦原铀业有限公司,面议,广东省-韶关,能源/矿产环保,2020.07.13-2020.10.31,专科及以上,1人
质量信息支持中心数据分析岗,中国核工业集团有限公司-中核工程咨询有限公司,4000-8000,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,若干
水文地质技术员,中国核工业集团有限公司-中核内蒙古矿业有限公司,面议,内蒙古自治区-鄂尔多斯 内蒙古自治区-锡林郭勒盟,能源/矿产环保,2020.07.13-2020.10.31,本科,3人
系统工程中心咨询评审岗,中国核工业集团有限公司-中核工程咨询有限公司,4000-8000,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,2人
合同管理岗,中国核工业集团有限公司-中核工程咨询有限公司,4000-8000,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
宣传管理岗,中国核工业集团有限公司-中核工程咨询有限公司,4000-8000,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
党建管理岗,中国核工业集团有限公司-中核工程咨询有限公司,4000-8000,北京,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
机械工程教师,中国核工业集团有限公司-成都理工大学工程技术学院,4000-8000,四川省-乐山,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
智能科学教师,中国核工业集团有限公司-成都理工大学工程技术学院,4000-8000,四川省-乐山,能源/矿产环保,2020.07.13-2020.10.31,硕士研究生,1人
